序号,土壤温度,土壤湿度,PH值,空气温度,空气湿度,光照强度,二氧化碳,氮,麟,钾
2775,3.1,21.6,6.7,2.9,99.8,709,466,9,22,26
2776,3.7,21.7,6.7,3.4,99.9,709,453,9,22,26
2777,3.9,21.9,6.7,3.7,99.9,709,453,9,22,26
2778,4.0,21.9,6.7,3.8,99.9,516,475,9,22,26
2779,4.1,21.9,6.7,4.1,99.9,774,470,9,22,26
2780,4.2,22.0,6.7,4.4,99.9,838,474,9,22,26
2781,4.3,21.9,6.7,4.7,99.9,0,460,9,22,26
2782,4.7,22.1,6.6,5.1,99.9,838,466,9,22,26
2783,4.8,22.1,6.7,4.8,99.8,645,437,9,23,27
2784,5.0,21.9,6.6,4.9,99.9,645,479,9,23,26
2785,4.9,22.0,6.7,5.0,99.9,580,495,9,23,26
2786,3.8,21.7,6.7,4.6,99.7,322,457,9,23,26
2787,5.0,21.9,6.7,4.2,99.5,193,451,9,23,26
2788,4.9,21.9,6.7,3.5,99.2,193,477,9,23,26
2789,4.7,21.9,6.7,2.4,98.6,0,506,9,23,26
2790,4.5,21.7,6.7,1.6,98.2,0,464,9,22,26
2791,4.2,21.5,6.7,1.3,98.3,0,512,9,22,26
2792,4.0,21.8,6.7,1.5,98.7,0,519,9,22,26
2793,3.8,21.5,6.6,1.2,98.5,0,632,9,22,26
2794,3.6,21.6,6.7,0.5,98.1,0,522,9,22,25
2795,3.5,21.6,6.6,0.8,98.6,0,563,9,22,25
2796,3.4,21.6,6.6,1.2,98.9,0,619,9,22,25
2797,3.4,21.6,6.6,0.9,98.7,0,509,9,22,25
2798,3.4,21.7,6.7,1.3,99.0,0,631,9,22,25
2799,3.3,21.6,6.7,1.5,99.2,0,576,9,22,25
2800,3.3,21.8,6.7,1.5,99.2,0,560,9,22,25
2801,3.3,21.7,6.7,1.5,99.2,0,569,9,22,26
2802,3.4,21.6,6.7,1.5,99.2,0,679,9,22,25
2803,3.4,21.5,6.7,1.5,99.1,0,689,9,22,25
2804,3.2,21.6,6.7,1.3,99.1,0,576,10,22,25
2805,3.3,21.7,6.7,1.2,99.0,0,551,9,22,25
2806,3.2,21.6,6.7,1.2,99.0,0,630,9,22,25
2807,3.1,21.5,6.7,1.0,98.9,0,560,9,22,25
2808,3.2,21.6,6.7,1.3,99.1,0,680,9,22,25
2809,3.2,21.6,6.7,1.3,99.2,0,677,9,22,25
2810,3.2,21.5,6.7,1.3,99.2,0,646,9,22,25
2811,3.2,21.6,6.7,1.2,99.1,0,629,9,22,25
2812,3.1,21.7,6.6,1.2,99.1,0,691,9,22,25
2813,3.1,21.7,6.7,1.2,99.7,64,671,9,22,25
2814,3.2,21.6,6.6,1.4,99.8,193,582,9,22,25
2815,,,,1.8,99.9,0,643,9,22,25
2816,3.3,21.7,6.7,3.1,99.9,838,571,9,22,25
2817,3.4,21.9,6.6,4.1,99.9,903,533,9,22,25
2818,,,,3.4,99.9,709,427,9,22,26
2819,3.8,22.1,6.7,4.1,99.9,903,423,9,22,26
2820,3.9,22.4,6.6,4.3,97.3,709,421,9,22,26
2821,4.3,22.7,6.7,5.4,97.4,774,422,9,23,26
2822,4.5,22.6,6.7,4.4,97.3,580,420,9,23,27
2823,,,,5.1,97.4,1161,435,9,23,27
2824,4.8,22.6,6.5,6.2,97.4,1225,452,9,23,27
2825,,,,6.2,97.5,709,462,9,23,27
2826,,,,6.1,97.4,709,469,9,23,27
2827,5.3,22.7,6.7,6.0,97.5,838,475,9,23,27
2828,,,,6.2,97.4,774,522,8,23,27
2829,5.4,22.8,6.6,5.9,97.5,580,472,9,23,27
2830,5.5,22.8,6.7,5.6,97.4,516,421,8,23,27
2831,5.5,22.6,6.7,4.9,97.4,322,476,8,23,27
2832,,,,4.1,97.4,0,428,9,23,27
2833,5.1,22.6,6.7,3.0,97.3,0,459,9,23,27
2834,4.7,22.3,6.6,1.8,97.3,0,472,9,23,27
2835,4.5,22.5,6.7,1.3,97.4,0,437,9,23,27
2836,4.0,22.4,6.7,1.3,97.3,0,475,9,23,27
2837,3.8,22.3,6.7,1.1,97.3,0,489,9,23,26
2838,3.6,22.4,6.7,1.2,97.4,0,462,9,22,26
2839,3.5,22.4,6.7,1.0,97.3,0,491,9,23,26
2840,3.4,22.2,6.6,0.9,97.3,0,522,9,22,26
2841,,,,1.1,97.3,0,515,9,22,26
2842,,,,1.1,97.3,0,462,9,22,26
2843,3.4,22.2,6.6,1.2,97.3,0,475,9,22,26
2844,3.3,22.4,6.7,1.2,97.3,0,429,9,22,26
2845,3.2,22.1,6.7,0.4,97.3,0,500,9,22,26
2846,3.0,22.4,6.7,0.4,97.3,0,444,9,22,26
2847,2.9,22.0,6.7,0.3,97.3,0,470,9,22,26
2848,,,,0.0,97.3,0,505,9,22,26
2849,2.7,22.3,6.7,0.0,97.4,0,494,9,22,25
2850,2.6,22.1,6.7,-0.2,97.3,0,500,9,22,26
2851,2.5,22.2,6.7,-0.4,97.3,0,512,9,22,26
2852,2.4,22.3,6.7,-0.6,97.3,0,503,9,22,26
2853,2.0,22.3,6.6,-0.3,97.3,0,510,9,22,26
2854,2.3,22.3,6.7,-0.6,97.3,0,527,9,22,26
2855,2.3,22.2,6.7,-1.0,97.3,0,494,9,22,25
2856,,,,-1.0,97.3,0,529,9,22,25
2857,1.9,22.1,6.7,-1.1,97.3,0,504,9,22,25
2858,1.9,21.9,6.6,-1.3,97.3,0,516,10,22,25
2859,1.8,22.0,6.6,-0.6,97.4,193,497,10,22,25
2860,1.9,22.1,6.7,0.0,97.4,0,448,9,22,25
2861,2.0,22.1,6.7,0.3,97.4,580,517,10,22,25
2862,2.3,22.4,6.7,1.3,97.5,774,459,9,22,26
2863,2.5,22.2,6.7,3.3,97.6,903,453,9,22,26
2864,2.8,22.5,6.6,4.3,97.6,967,438,9,22,25
2865,3.2,22.5,6.6,5.4,97.6,1096,436,9,22,26
2866,3.5,22.6,6.6,6.1,97.7,1161,433,9,23,26
2867,4.0,22.7,6.7,6.4,97.7,1161,428,9,23,27
2868,4.5,22.6,6.7,6.6,97.7,1096,428,9,23,27
2869,4.8,22.8,6.6,7.3,97.7,1161,443,9,23,27
2870,5.3,22.7,6.7,7.5,97.7,1161,432,8,23,27
2871,5.6,22.8,6.7,7.9,97.7,1161,444,8,23,28
2872,6.3,22.7,6.7,8.0,97.7,1096,439,8,24,28
2873,6.2,22.8,6.6,7.8,97.7,967,422,8,24,28
2874,6.2,22.7,6.7,7.6,97.7,838,426,8,24,28
2875,6.0,22.5,6.5,6.1,97.6,451,440,8,24,28
2876,5.9,22.4,6.7,5.4,97.6,258,473,8,23,27
2877,5.7,22.4,6.7,4.3,97.5,129,514,8,23,27
2878,5.3,22.4,6.7,3.1,97.5,0,491,9,23,27
2879,,,,2.1,97.4,0,484,9,23,27
2880,,,,1.9,97.5,0,474,9,23,27
2881,4.3,22.1,6.6,1.4,99.2,0,476,9,23,26
2882,4.0,21.9,6.7,1.1,99.5,0,467,9,22,26
2883,3.8,21.9,6.7,0.8,99.5,0,436,9,23,26
2884,3.6,22.0,6.7,0.6,99.6,0,441,9,22,26
2885,3.4,22.0,6.7,0.5,99.7,0,450,9,22,26
2886,,,,0.3,99.7,0,468,9,22,26
2887,3.2,22.1,6.7,0.8,99.9,0,459,9,22,26
2888,3.2,22.0,6.7,0.3,99.7,0,494,9,22,26
2889,3.1,22.1,6.7,0.6,99.9,0,468,9,22,26
2890,,,,0.9,99.9,0,487,9,22,26
2891,2.9,22.0,6.7,0.5,99.8,0,504,9,22,26
2892,2.8,21.9,6.7,0.2,99.7,0,538,9,22,26
2893,2.8,21.9,6.6,-0.1,99.5,0,466,9,22,25
2894,2.7,21.9,6.7,0.3,99.9,0,508,9,22,26
2895,2.5,22.1,6.7,0.0,99.6,0,487,9,22,25
2896,2.5,21.9,6.7,-0.2,99.6,0,564,9,22,26
2897,2.5,22.0,6.7,-0.6,99.4,0,528,9,22,26
2898,2.1,21.8,6.6,-0.4,99.7,0,526,10,22,25
2899,2.2,22.0,6.7,-0.6,99.5,0,517,10,22,25
2900,2.1,21.9,6.7,-0.6,99.6,0,539,9,22,25
2901,2.1,21.9,6.7,-0.1,99.9,0,523,9,22,25
2902,2.1,22.1,6.7,0.4,99.9,64,520,9,22,25
2903,,,,0.8,99.9,193,481,10,22,25
2904,2.3,22.0,6.7,1.4,99.9,387,533,9,22,25
2905,3.0,22.1,6.7,2.1,99.9,516,498,9,22,25
2906,2.7,22.3,6.7,2.7,99.9,516,487,9,22,26
2907,3.1,22.4,6.7,4.2,99.9,838,491,9,22,26
2908,3.5,22.4,6.7,4.9,99.9,838,472,9,22,26
2909,3.7,22.4,6.7,5.5,99.9,967,459,9,23,27
2910,3.9,22.5,6.6,6.0,99.9,838,470,9,23,26
2911,4.3,22.4,6.7,6.2,99.9,838,446,9,23,27
2912,,,,6.3,99.9,709,457,9,23,27
2913,4.7,22.6,6.7,6.3,99.9,709,441,9,23,27
2914,4.8,22.3,6.7,6.6,99.9,709,445,9,23,27
2915,5.1,22.4,6.7,6.5,99.9,709,423,9,23,27
2916,5.1,22.5,6.6,6.4,99.9,645,411,9,23,27
2917,,,,6.2,99.9,516,408,9,23,27
2918,,,,6.0,99.9,322,410,9,23,27
2919,5.0,22.1,6.7,5.4,99.9,193,413,9,23,27
2920,5.1,22.3,6.6,5.1,99.9,129,429,9,23,27
2921,4.9,22.0,6.7,4.3,99.9,0,437,9,23,27
2922,4.9,22.1,6.7,3.8,99.9,0,519,9,23,27
2923,4.8,22.3,6.7,3.5,99.9,0,484,9,23,27
2924,4.5,22.0,6.6,3.4,99.9,0,481,9,23,26
2925,4.4,21.9,6.6,2.8,99.8,0,445,9,23,26
2926,4.2,22.0,6.7,2.9,99.9,0,467,9,23,26
2927,4.2,22.1,6.7,3.1,99.9,0,478,9,23,26
2928,4.1,22.1,6.5,3.0,99.9,0,495,9,23,26
2929,4.1,22.2,6.7,3.0,99.9,0,517,9,22,26
2930,,,,2.9,99.9,0,473,9,23,26
2931,4.0,22.1,6.7,2.9,99.9,0,531,9,23,26
2932,4.1,22.0,6.6,2.9,99.9,0,510,9,22,26
2933,3.9,22.0,6.7,2.9,99.9,0,496,9,23,27
2934,4.0,22.2,6.7,2.9,99.9,0,521,9,23,26
2935,4.0,22.1,6.7,2.7,99.9,0,511,9,22,26
2936,4.0,22.1,6.7,2.8,99.9,0,466,9,23,26
2937,4.0,22.2,6.7,2.7,99.9,0,500,9,22,26
2938,3.9,22.1,6.7,2.5,99.9,0,482,9,22,26
2939,3.9,22.1,6.6,2.5,99.9,0,531,9,22,26
2940,3.9,21.9,6.7,2.5,99.9,0,537,9,22,26
2941,3.8,22.0,6.6,2.5,99.9,0,539,9,22,26
2942,3.8,21.9,6.7,2.4,99.9,0,560,9,22,26
2943,3.7,21.9,6.7,2.5,99.9,0,500,9,22,26
2944,3.8,21.9,6.7,2.4,99.9,0,501,9,22,26
2945,3.8,22.0,6.7,2.4,99.9,0,489,9,22,26
2946,3.7,22.0,6.7,2.4,99.9,0,522,9,22,26
2947,3.7,21.9,6.7,2.5,99.9,0,501,9,22,26
2948,3.7,22.0,6.7,2.6,99.9,64,522,9,22,26
2949,3.9,22.3,6.7,3.2,99.9,193,553,9,22,26
2950,,,,4.0,99.9,451,640,9,22,26
2951,4.1,22.3,6.6,5.2,99.9,838,592,9,23,26
2952,4.3,22.4,6.7,6.2,99.9,838,452,9,23,27
2953,4.7,22.4,6.7,7.3,99.9,1096,471,9,23,27
2954,5.1,22.4,6.7,6.8,99.9,774,472,9,23,27
2955,5.2,22.2,6.7,7.3,99.9,903,499,9,23,27
2956,,,,8.4,99.9,1096,460,9,23,27
2957,5.9,22.7,6.6,9.2,99.9,1290,439,8,23,27
2958,6.6,22.7,6.7,10.2,99.9,1290,460,8,23,27
2959,7.0,22.7,6.6,9.8,99.9,1290,426,8,24,28
2960,7.4,22.5,6.7,9.6,99.6,1161,466,8,24,28
2961,7.3,22.6,6.7,8.5,99.7,709,441,8,24,29
2962,7.4,22.7,6.7,9.6,99.9,1032,493,8,24,28
2963,7.5,22.6,6.7,9.6,99.6,838,433,8,24,28
2964,7.6,22.6,6.6,9.0,99.7,645,456,8,24,28
2965,7.5,22.5,6.5,8.3,99.8,451,424,8,24,28
2966,,,,6.6,99.8,193,546,8,24,28
2967,,,,5.1,99.3,0,443,8,24,28
2968,6.4,21.9,6.7,4.0,99.4,0,424,8,23,27
2969,6.1,22.0,6.7,3.4,99.3,0,412,9,23,27
2970,5.7,21.8,6.7,3.0,99.3,0,421,9,23,27
2971,5.4,21.6,6.7,2.6,99.3,0,439,9,23,27
2972,5.1,21.9,6.7,2.2,99.3,0,435,9,23,27
2973,6.5,21.9,6.7,4.4,99.3,0,412,8,23,27
2974,6.3,21.7,6.7,3.9,99.3,0,414,9,23,27
2975,6.0,21.7,6.7,3.5,99.2,0,453,9,23,27
2976,5.8,21.7,6.6,3.2,99.3,0,429,9,23,27
2977,5.6,21.7,6.7,3.1,99.5,0,454,9,23,27
2978,5.2,21.7,6.7,2.7,99.6,0,458,9,23,27
2979,5.0,21.9,6.7,2.6,99.5,0,461,9,23,26
2980,5.0,21.9,6.6,2.4,99.4,0,440,9,23,26
2981,4.8,21.6,6.7,1.8,99.0,0,460,9,23,26
2982,4.6,21.8,6.7,1.8,99.3,0,453,9,23,26
2983,,,,1.8,99.6,0,456,9,22,26
2984,4.4,21.7,6.7,1.5,99.3,0,428,9,22,26
2985,4.2,21.7,6.7,2.1,99.9,0,476,9,22,26
2986,,,,2.1,99.9,0,452,9,22,26
2987,4.3,21.8,6.7,1.5,99.4,0,477,9,22,26
2988,4.3,21.8,6.7,1.3,99.4,0,496,9,22,26
2989,4.2,21.7,6.6,1.2,99.4,0,490,9,22,26
2990,,,,1.1,99.5,0,445,9,23,26
2991,3.9,21.7,6.7,1.0,99.4,0,513,9,22,26
2992,3.9,21.5,6.7,1.3,99.8,0,521,9,22,26
2993,3.9,21.6,6.7,1.0,99.5,0,517,9,22,25
2994,3.8,21.6,6.7,0.4,99.1,0,486,9,22,26
2995,3.5,21.6,6.7,0.7,99.5,129,506,9,22,26
2996,3.6,21.8,6.6,1.6,99.9,258,490,9,22,26
2997,3.5,21.7,6.7,2.5,99.9,451,456,9,22,26
2998,3.7,22.0,6.7,4.4,99.9,838,497,9,22,26
2999,4.2,22.1,6.7,5.6,99.9,838,450,9,22,26
3000,4.6,22.1,6.7,6.0,99.9,838,449,9,22,26
3001,5.0,22.3,6.7,7.6,99.9,967,440,9,23,26
3002,5.7,22.1,6.7,8.4,98.8,1032,467,9,23,27
3003,6.0,22.4,6.6,9.4,97.9,1290,478,9,23,27
3004,,,,10.3,96.2,1290,441,8,24,28
3005,,,,10.7,97.2,1225,452,8,24,28
3006,7.4,22.4,6.7,11.0,96.7,1032,469,8,24,28
3007,,,,11.1,96.7,1096,462,8,24,28
3008,7.9,22.4,6.6,11.0,95.8,903,440,8,24,28
3009,8.0,22.5,6.6,10.8,97.0,838,451,8,24,28
3010,8.2,22.3,6.7,10.3,96.5,645,423,8,24,28
3011,8.1,22.4,6.7,10.1,98.1,580,487,8,24,28
3012,,,,9.5,97.9,322,463,8,24,28
3013,,,,8.8,98.4,193,452,8,24,29
3014,7.9,22.2,6.7,7.4,99.2,64,510,8,24,28
3015,7.5,22.0,6.7,6.4,99.3,0,426,8,24,28
3016,7.3,21.9,6.7,5.9,99.6,0,492,8,23,28
3017,6.7,21.8,6.7,5.2,99.8,0,470,8,23,28
3018,4.4,21.6,6.7,5.1,99.9,0,438,8,23,27
3019,6.4,21.7,6.6,4.6,99.7,0,437,9,23,27
3020,6.3,21.9,6.6,4.3,99.7,0,472,9,23,27
3021,6.1,21.7,6.7,3.7,99.4,0,452,9,23,27
3022,5.8,21.7,6.7,3.1,99.3,0,479,9,23,27
3023,5.6,21.8,6.7,2.9,99.3,0,457,9,23,27
3024,5.4,21.6,6.7,2.7,99.4,0,450,9,23,27
3025,5.3,21.7,6.7,2.6,99.4,0,453,9,23,27
3026,5.1,21.5,6.7,2.3,99.3,0,492,9,23,26
3027,5.1,21.7,6.7,2.1,99.4,0,480,9,23,26
3028,4.8,21.5,6.7,1.8,99.1,0,452,9,23,27
3029,4.7,21.7,6.7,1.7,99.1,0,459,9,22,26
3030,,,,1.6,99.5,0,463,9,22,26
3031,4.3,21.5,6.7,1.5,99.4,0,511,9,22,26
3032,4.2,21.7,6.6,1.3,99.4,0,489,9,22,26
3033,4.1,21.7,6.7,1.4,99.5,0,489,9,22,26
3034,,,,1.3,99.6,0,507,9,22,26
3035,3.9,21.5,6.7,0.9,99.2,0,511,9,22,26
3036,3.8,21.6,6.7,1.0,99.6,0,555,9,22,26
3037,3.9,21.6,6.7,1.2,99.8,0,602,9,22,26
3038,3.7,21.6,6.7,1.1,99.7,0,526,9,22,26
3039,3.8,21.7,6.7,1.8,99.9,129,541,9,22,26
3040,3.9,21.9,6.7,2.6,99.9,258,510,9,22,26
3041,3.9,21.9,6.7,3.2,99.9,322,570,9,22,26
3042,4.2,21.9,6.7,3.7,99.9,516,478,9,22,26
3043,4.4,21.9,6.7,4.5,99.9,709,465,9,23,26
3044,4.7,22.1,6.7,5.8,99.9,838,464,9,23,26
3045,4.9,21.9,6.7,7.0,99.9,1032,494,9,23,27
3046,5.4,22.2,6.7,7.5,99.9,1032,436,9,23,27
3047,5.7,22.3,6.7,8.8,99.2,1225,460,9,23,27
3048,6.2,22.4,6.7,9.2,98.2,1225,448,8,23,27
3049,6.6,22.4,6.6,10.0,98.0,1161,450,8,23,28
3050,7.0,22.2,6.7,10.2,96.9,0,427,8,24,28
3051,7.3,22.3,6.6,10.4,96.6,967,461,8,24,28
3052,7.6,22.4,6.7,10.6,96.1,1096,419,8,24,28
3053,7.8,22.4,6.7,10.6,96.7,838,439,8,24,28
3054,7.9,22.2,6.6,10.4,97.3,838,425,8,24,28
3055,8.0,22.3,6.6,9.8,97.1,709,428,8,24,28
3056,7.9,22.2,6.7,9.1,98.4,516,411,8,24,28
3057,7.8,22.3,6.7,8.8,98.7,516,403,8,24,28
3058,7.7,22.1,6.5,7.9,99.1,193,419,8,24,28
3059,,,,6.9,99.5,0,432,8,24,28
3060,7.2,21.9,6.7,5.5,99.1,0,448,8,23,27
3061,6.9,21.9,6.7,5.4,99.8,0,441,8,23,28
3062,6.8,21.7,6.7,5.5,99.9,0,490,8,23,27
3063,,,,5.0,99.7,0,453,9,23,27
3064,4.5,21.7,6.7,4.2,99.5,0,446,9,23,27
3065,5.5,21.6,6.7,3.6,99.3,0,433,9,23,26
3066,5.9,21.7,6.7,3.5,99.6,0,425,9,23,27
3067,5.8,21.8,6.6,3.3,99.6,0,438,9,23,27
3068,5.5,21.6,6.7,3.5,99.9,0,443,9,23,27
3069,5.3,21.8,6.7,2.7,99.6,0,467,9,23,26
3070,5.1,21.5,6.6,2.4,99.6,0,478,9,23,26
3071,4.9,21.7,6.7,2.2,99.6,0,461,9,23,26
3072,4.9,21.5,6.7,2.0,99.4,0,496,9,23,26
3073,4.7,21.6,6.6,1.7,99.4,0,482,9,22,26
3074,4.3,21.7,6.7,1.4,99.4,0,456,9,22,26
3075,4.4,21.5,6.7,1.3,99.3,0,507,9,22,26
3076,4.0,21.5,6.7,1.1,99.3,0,481,9,22,26
3077,4.1,21.4,6.7,1.0,99.4,0,464,9,22,26
3078,3.9,21.7,6.7,0.8,99.4,0,539,9,22,26
3079,3.8,21.6,6.7,0.7,99.3,0,554,9,22,26
3080,3.7,21.5,6.7,0.5,99.3,0,546,9,22,26
3081,3.7,21.5,6.7,0.9,99.9,64,535,9,22,26
3082,,,,1.8,99.9,193,528,9,22,26
3083,3.8,21.6,6.7,2.8,99.9,322,467,9,22,26
3084,,,,3.8,99.9,580,471,9,22,26
3085,4.4,21.9,6.7,4.8,99.9,774,467,9,22,26
3086,4.7,21.9,6.7,6.2,99.9,1032,453,9,23,26
3087,5.1,21.9,6.6,6.7,99.9,838,517,9,23,26
3088,5.6,22.2,6.7,9.8,99.2,1419,469,9,23,27
3089,6.3,22.3,6.7,10.3,99.1,1225,461,8,23,27
3090,,,,10.7,99.2,967,460,8,23,27
3091,7.4,22.5,6.7,9.9,99.3,967,462,8,24,28
3092,7.9,22.6,6.6,10.9,96.8,1032,452,8,24,28
3093,8.2,22.4,6.6,12.3,97.8,1225,453,8,24,28
3094,8.6,22.6,6.5,12.5,96.7,1096,452,8,24,29
3095,,,,11.8,96.3,1096,440,8,24,29
3096,9.1,22.4,6.6,12.0,96.8,838,442,8,25,29
3097,9.2,22.3,6.5,11.7,96.5,709,462,8,25,29
3098,9.2,22.2,6.5,11.0,97.5,451,495,8,24,29
3099,9.0,22.4,6.7,9.9,98.5,258,536,8,24,29
3100,,,,8.7,99.3,129,581,8,24,29
3101,,,,7.3,99.3,0,499,8,24,29
3102,,,,6.5,99.4,0,429,8,24,28
3103,7.9,21.8,6.7,6.0,99.6,0,450,8,24,28
3104,7.6,21.7,6.7,6.2,99.9,0,469,8,24,28
3105,7.3,21.9,6.7,6.4,99.9,0,510,8,23,27
3106,7.3,21.9,6.7,6.6,99.9,0,556,8,24,28
3107,,,,6.4,99.9,0,505,8,23,28
3108,7.2,21.8,6.7,6.7,99.9,0,446,8,24,28
3109,7.2,22.0,6.7,6.6,99.9,0,457,8,24,28
3110,7.2,21.9,6.7,6.5,99.9,0,462,8,23,27
3111,,,,6.3,99.9,0,480,8,24,28
3112,7.2,21.9,6.7,6.2,99.9,0,454,8,23,27
3113,7.0,21.7,6.7,5.5,99.9,0,461,8,23,27
3114,6.9,21.7,6.7,4.8,99.9,0,510,8,23,28
3115,6.7,21.8,6.7,4.1,99.4,0,509,9,23,27
3116,6.4,21.7,6.7,3.8,99.6,0,548,9,23,27
3117,6.3,21.7,6.7,4.0,99.9,0,585,9,23,27
3118,6.3,21.8,6.6,4.2,99.9,0,613,9,23,27
3119,6.2,21.9,6.7,4.4,99.9,0,625,9,23,27
3120,6.1,21.6,6.7,4.5,99.9,0,542,9,23,27
3121,6.2,21.9,6.7,4.5,99.9,0,558,9,23,27
3122,6.2,21.7,6.7,4.5,99.9,0,538,9,23,27
3123,6.2,21.9,6.7,4.5,99.9,0,539,9,23,27
3124,6.0,21.8,6.6,4.6,99.9,64,574,9,23,26
3125,6.2,21.7,6.7,4.9,99.9,129,578,9,23,27
3126,6.3,21.8,6.6,5.5,99.9,193,531,9,23,26
3127,6.3,21.9,6.7,6.1,99.9,387,467,9,23,27
3128,6.4,22.0,6.7,7.0,99.9,645,453,9,23,27
3129,6.8,21.9,6.6,7.5,99.9,580,442,9,23,27
3130,7.0,22.0,6.7,7.4,99.9,451,450,8,24,28
3131,7.1,21.9,6.7,7.6,99.9,451,462,8,24,28
3132,7.2,22.2,6.7,7.9,99.9,516,469,8,24,28
3133,7.4,21.9,6.7,8.1,99.7,516,444,8,24,28
3134,7.5,22.0,6.6,7.8,99.7,322,443,8,24,28
3135,7.5,22.0,6.7,7.9,99.9,451,452,8,24,28
3136,,,,7.8,99.4,516,431,8,24,28
3137,7.5,22.0,6.7,7.8,99.3,322,437,8,24,28
3138,7.7,22.1,6.7,7.5,99.2,322,430,8,24,28
3139,7.7,22.0,6.7,7.2,99.3,193,435,8,24,28
3140,7.5,22.1,6.7,7.3,99.8,258,441,8,24,28
3141,7.6,21.8,6.7,6.9,99.9,193,431,8,24,28
3142,7.5,21.9,6.7,6.7,99.5,129,439,8,24,28
3143,7.3,21.7,6.6,6.4,98.5,0,437,8,23,28
3144,7.1,21.7,6.6,6.0,97.6,0,465,9,23,27
3145,,,,5.4,97.5,0,478,8,24,28
3146,7.0,21.7,6.7,5.3,97.5,0,488,8,23,27
3147,7.0,21.9,6.7,5.1,97.5,0,461,8,23,27
3148,6.8,21.9,6.7,5.0,97.5,0,460,8,23,27
3149,6.8,21.7,6.7,5.0,97.5,0,494,9,23,27
3150,6.7,21.8,6.7,4.9,97.5,0,492,8,23,27
3151,,,,4.8,97.6,0,492,9,23,27
3152,,,,4.8,97.5,0,496,9,23,27
3153,6.6,21.7,6.6,4.8,97.5,0,525,9,23,27
3154,,,,4.8,97.5,0,533,9,23,27
3155,,,,4.8,97.6,0,472,9,23,27
3156,6.4,21.8,6.7,4.8,97.6,0,482,9,23,27
3157,6.4,21.6,6.6,4.8,97.6,0,445,9,23,27
3158,6.4,21.5,6.6,4.5,97.6,0,447,9,23,27
3159,6.3,21.7,6.6,4.3,97.5,0,488,9,23,27
3160,6.2,21.6,6.5,4.2,97.6,0,534,9,23,27
3161,6.2,21.7,6.7,4.1,97.6,0,544,9,23,27
3162,6.0,21.6,6.7,4.2,97.6,0,571,9,23,27
3163,,,,4.1,97.6,0,548,9,23,27
3164,5.9,21.7,6.7,4.0,97.6,0,556,9,23,27
3165,6.0,21.7,6.7,3.9,97.6,0,544,9,23,27
3166,5.9,21.5,6.7,3.9,97.6,0,503,9,23,27
3167,6.0,21.7,6.7,3.9,97.6,0,517,9,23,27
3168,5.8,21.7,6.7,4.0,97.6,0,537,9,23,27
3169,5.9,21.6,6.7,4.1,97.6,64,596,9,23,27
3170,5.9,21.6,6.7,4.3,97.6,258,536,9,23,27
3171,5.9,21.7,6.7,4.9,97.6,516,486,9,23,27
3172,6.1,21.7,6.7,5.8,97.7,451,477,9,23,27
3173,6.3,21.8,6.5,5.6,97.7,451,466,9,23,27
3174,6.3,21.9,6.7,6.0,97.7,580,464,9,23,27
3175,6.6,21.9,6.7,7.0,97.8,903,469,9,23,27
3176,,,,7.5,97.8,709,462,8,23,27
3177,7.1,22.1,6.7,8.6,97.7,838,455,8,24,28
3178,7.4,22.0,6.7,8.7,97.8,0,445,8,24,28
3179,7.5,22.0,6.6,8.3,97.8,580,472,8,24,28
3180,7.8,22.0,6.7,8.4,97.8,645,473,8,24,28
3181,7.8,22.0,6.5,8.3,97.8,838,479,8,24,28
3182,7.8,21.9,6.7,8.5,97.8,645,458,8,24,28
3183,,,,8.3,97.8,580,453,8,24,28
3184,6.9,21.7,6.7,7.5,97.8,322,444,8,24,28
3185,7.9,21.9,6.7,7.1,97.8,258,448,8,24,28
3186,7.8,21.9,6.7,6.9,97.8,193,450,8,24,28
3187,7.6,21.9,6.7,6.3,97.7,64,443,8,24,28
3188,7.5,21.8,6.7,6.0,97.8,0,455,8,24,28
3189,7.4,21.7,6.7,5.7,97.7,0,451,8,24,28
3190,7.1,21.8,6.7,5.5,97.7,0,472,8,23,27
3191,7.0,21.7,6.7,5.3,97.7,0,484,8,23,27
3192,6.9,21.7,6.6,5.1,97.7,0,467,9,23,27
3193,,,,4.9,97.7,0,464,8,23,27
3194,6.6,21.7,6.7,4.7,97.7,0,456,9,23,27
3195,,,,4.5,97.7,0,449,9,23,27
3196,6.6,21.7,6.6,4.5,97.7,0,463,9,23,27
3197,6.5,21.7,6.7,4.4,97.7,0,460,9,23,27
3198,6.3,21.7,6.6,4.4,98.2,0,471,9,23,27
3199,,,,4.3,98.5,0,473,9,23,27
3200,6.3,21.7,6.7,4.2,98.7,0,454,9,23,27
3201,6.2,21.8,6.7,4.1,98.9,0,461,9,23,27
3202,6.2,21.6,6.7,4.0,98.9,0,460,9,23,27
3203,6.0,21.6,6.7,3.8,98.9,0,449,9,23,27
3204,6.1,21.7,6.7,3.4,98.8,0,448,9,23,27
3205,5.9,21.7,6.7,3.2,98.9,0,510,9,23,27
3206,5.9,21.6,6.7,3.2,99.0,0,520,9,23,27
3207,5.8,21.6,6.7,3.1,99.1,0,506,9,23,27
3208,5.7,21.7,6.7,3.0,99.1,0,492,9,23,27
3209,5.6,21.7,6.7,3.0,99.1,0,494,9,23,27
3210,,,,3.0,99.2,0,507,9,23,26
